name,location,specialty,facility_type,place_id,latitude,longitude,vicinity,rating,reviews,is_open_now,opening_hours,phone_number,website,emergency_facility,response_probability,distance_from_center,has_phone,has_website,collected_at,quality_score,is_highly_rated
Ghaisas ENT Hospital & Rhinoplasty Centre,"1248 B, NH 753F, Next to Raymond Showroom, Pulachi Wadi, Deccan Gymkhana, Pune, Maharashtra 411004, India",General Practice,doctor,ChIJKVLAA3jAwjsRnskjWI-nGf4,18.5173141,73.84232209999999,"1248 B, NH 753F, Next to Raymond Showroom, Pulachi Wadi, Deccan Gymkhana, Pune, Maharashtra 411004, India",4.1,322,False,"['Monday: 9:00\u202fAM\u2009–\u20098:00\u202fPM', 'Tuesday: 9:00\u202fAM\u2009–\u20098:00\u202fPM', 'Wednesday: 9:00\u202fAM\u2009–\u20098:00\u202fPM', 'Thursday: 9:00\u202fAM\u2009–\u20098:00\u202fPM', 'Friday: 9:00\u202fAM\u2009–\u20098:00\u202fPM', 'Saturday: 9:00\u202fAM\u2009–\u20098:00\u202fPM', 'Sunday: 10:00\u202fAM\u2009–\u200912:00\u202fPM']",096077 72233,http://www.ghaisashospital.com/,True,0.65,1554.3141166142318,1,1,2026-04-07T23:25:52.677179,114.2,0
Siddhivinayak Hospital Sukhsagar Nagar,"Part No. 2, Ambamatha Mandir, Lane No. 3, near Mahesh Bank, Sukhsagar Nagar, Katraj, Pune, Maharashtra 411046, India",General,establishment,ChIJ_cH0QjvrwjsRON_jGooY_dA,18.4558945,73.8710775,"Part No. 2, Ambamatha Mandir, Lane No. 3, near Mahesh Bank, Sukhsagar Nagar, Katraj, Pune, Maharashtra 411046, India",4.7,188,True,"['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']",020 2696 1600,,True,0.7999999999999999,7331.183178022654,1,0,2026-04-07T23:25:58.151134,112.8,1
"Niragas Children Hospital, Bhosari","1st Floor, Vitthal Arcade, Mankikar Bus Stop, Pune - Nashik Hwy, above Sonigara Jewellers, Vitthal Arcade, Gavhanevasti, Bhosari, Pune, Pimpri-Chinchwad, Maharashtra 411039, India",General,establishment,ChIJiapZltnHwjsR9uJ0TFOkQKI,18.61884,73.8497083,"1st Floor, Vitthal Arcade, Mankikar Bus Stop, Pune - Nashik Hwy, above Sonigara Jewellers, Vitthal Arcade, Gavhanevasti, Bhosari, Pune, Pimpri-Chinchwad, Maharashtra 411039, India",4.5,214,False,"['Monday: 11:00\u202fAM\u2009–\u20092:00\u202fPM, 7:00\u2009–\u20099:00\u202fPM', 'Tuesday: 11:00\u202fAM\u2009–\u20092:00\u202fPM, 7:00\u2009–\u20099:00\u202fPM', 'Wednesday: 11:00\u202fAM\u2009–\u20092:00\u202fPM, 7:00\u2009–\u20099:00\u202fPM', 'Thursday: 7:00\u2009–\u20099:00\u202fPM', 'Friday: 11:00\u202fAM\u2009–\u20092:00\u202fPM, 7:00\u2009–\u20099:00\u202fPM', 'Saturday: 11:00\u202fAM\u2009–\u20092:00\u202fPM, 7:00\u2009–\u20099:00\u202fPM', 'Sunday: 11:00\u202fAM\u2009–\u20092:00\u202fPM, 7:00\u2009–\u20099:00\u202fPM']",098349 67768,http://niragashospital.com/,True,0.65,10970.809462627092,1,1,2026-04-07T23:26:04.013214,111.4,1
Bhosale Dental Clinic,"SHOP NO 4, Kedareshwar Residency, ROAD, near AANANDI HOSPITAL, Palshi, Shirwal, Maharashtra 412801, India",General,establishment,ChIJPYGWFX73wjsRaH1INQbqAGg,18.143219,73.975303,"SHOP NO 4, Kedareshwar Residency, ROAD, near AANANDI HOSPITAL, Palshi, Shirwal, Maharashtra 412801, India",5.0,105,False,"['Monday: 9:30\u202fAM\u2009–\u20098:00\u202fPM', 'Tuesday: 9:30\u202fAM\u2009–\u20098:00\u202fPM', 'Wednesday: 9:30\u202fAM\u2009–\u20098:00\u202fPM', 'Thursday: 9:30\u202fAM\u2009–\u20098:00\u202fPM', 'Friday: 9:30\u202fAM\u2009–\u20091:00\u202fPM', 'Saturday: 9:30\u202fAM\u2009–\u20098:00\u202fPM', 'Sunday: 10:00\u202fAM\u2009–\u20098:00\u202fPM']",093260 62234,https://bhosaledentalclinic.com/,True,0.65,4754.870922730033,1,1,2026-04-07T23:26:38.598422,110.5,1
Anandi hospital and ICU,"Rd to Palshi Village, beside Kedareshwar Rudra, Shirwal, Maharashtra 412801, India",General,establishment,ChIJPaOoDPb3wjsRIgAC7ncfjfU,18.142906,73.97518320000002,"Rd to Palshi Village, beside Kedareshwar Rudra, Shirwal, Maharashtra 412801, India",4.9,118,True,"['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']",082373 81635,,True,0.7999999999999999,4769.97027708495,1,0,2026-04-07T23:26:38.851963,109.8,1
Arise Children Hospital,"Plot 69, sector 18, Mahatma Fule Nagar, Chikhali Akurdi Rd, Sector Number 18, M Phulenagar, Jijamata Park, Chinchwad, Pune, Pimpri-Chinchwad, Maharashtra 411019, India",General Practice,doctor,ChIJu5Lgw9e3wjsRTZI6KBr88Lg,18.6660936,73.7958961,"Plot 69, sector 18, Mahatma Fule Nagar, Chikhali Akurdi Rd, Sector Number 18, M Phulenagar, Jijamata Park, Chinchwad, Pune, Pimpri-Chinchwad, Maharashtra 411019, India",4.6,171,True,"['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']",077700 11325,http://arisehospital.in/,True,0.85,17421.755628432733,1,1,2026-04-07T23:26:04.332736,109.1,1
Lopmudra Meera Multispeciality Hospitals,"710, 710, Shankar Sheth Rd, Chitragupt Colony, Shanti Nagar Society, Katad Khana, Pune, Maharashtra 411042, India",General Practice,doctor,ChIJq4cTQpDBwjsRQ58i97GMoDU,18.5021962,73.87469519999999,"710, 710, Shankar Sheth Rd, Chitragupt Colony, Shanti Nagar Society, Katad Khana, Pune, Maharashtra 411042, India",4.7,147,True,"['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']",080871 22022,https://lopmudrahospitals.com/,True,0.85,2774.4492639059004,1,1,2026-04-07T23:26:02.050094,108.7,1
Sinhgad Dental College And Hospital,"S. No. 44/1, Vadgaon Budruk, 0ff, Sinhgad College Rd, Vadgaon Budruk, Pune, Maharashtra 411041, India",General,establishment,ChIJMyz6EU6VwjsRIa5oycp_9Gs,18.4691769,73.8353462,"S. No. 44/1, Vadgaon Budruk, 0ff, Sinhgad College Rd, Vadgaon Budruk, Pune, Maharashtra 411041, India",4.2,246,False,"['Monday: 9:00\u202fAM\u2009–\u20094:00\u202fPM', 'Tuesday: 9:00\u202fAM\u2009–\u20094:00\u202fPM', 'Wednesday: 9:00\u202fAM\u2009–\u20094:00\u202fPM', 'Thursday: 9:00\u202fAM\u2009–\u20094:00\u202fPM', 'Friday: 9:00\u202fAM\u2009–\u20094:00\u202fPM', 'Saturday: 9:00\u202fAM\u2009–\u20092:00\u202fPM', 'Sunday: Closed']",020 2435 1305,http://sdch.sinhgad.edu/,True,0.65,2083.879810122848,1,1,2026-04-07T23:26:14.723391,108.6,0
Darekar Superspeciality Hospital and Robotic Joint Replacement Centre Pune,"Shiv Pushpa landmark 2nd floor suncity road, Sinhagad road, Sinhgad Rd, Anand Nagar, Pune, Maharashtra 411051, India",General Practice,doctor,ChIJMdHzo1yVwjsR5YB0RvbZmH0,18.4777054,73.82034019999999,"Shiv Pushpa landmark 2nd floor suncity road, Sinhagad road, Sinhgad Rd, Anand Nagar, Pune, Maharashtra 411051, India",4.7,139,True,"['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']",097669 55988,http://www.roboticjointreplacementpune.com/,True,0.85,3920.248296804773,1,1,2026-04-07T23:26:18.008598,107.9,1
Dr. Aniket Gaikwad Shree Vishwaraj Ayurveda & Panchkarma Clinic डॉ.अनिकेत गायकवाड यांचे विश्वराज आयुर्वेद व पंचकर्म क्लिनिक,"1st Floor, Jadhav Building, Main Bridge, opposite Palashi Underpass, near Roman Lassi Center, Shirwal, Maharashtra 412801, India",General,establishment,ChIJyaO1uf_3wjsR0zlk9FjLMDA,18.144545,73.9768781,"1st Floor, Jadhav Building, Main Bridge, opposite Palashi Underpass, near Roman Lassi Center, Shirwal, Maharashtra 412801, India",5.0,77,False,"['Monday: 11:00\u202fAM\u2009–\u20094:00\u202fPM', 'Tuesday: Closed', 'Wednesday: Closed', 'Thursday: Closed', 'Friday: 11:00\u202fAM\u2009–\u20094:00\u202fPM', 'Saturday: Closed', 'Sunday: Closed']",070200 52223,,True,0.6,4580.880231378591,1,0,2026-04-07T23:26:36.662106,107.7,1
Central Pune Doctor House | Near me in Bund Garden Pune | Multispeciality Clinic Near Me Ghorpadi Pune,"G1B, The Metropole, Central Pune Doctor House, Bund Garden Rd, next to Inox theatre, Agarkar Nagar, Pune, Maharashtra 411001, India",General Practice,doctor,ChIJK2QPkIPBwjsRbsXhSx3CNjA,18.5273096,73.87803679999999,"G1B, The Metropole, Central Pune Doctor House, Bund Garden Rd, next to Inox theatre, Agarkar Nagar, Pune, Maharashtra 411001, India",4.9,93,False,"['Monday: 9:00\u202fAM\u2009–\u20099:00\u202fPM', 'Tuesday: 9:00\u202fAM\u2009–\u20099:00\u202fPM', 'Wednesday: 9:00\u202fAM\u2009–\u20099:00\u202fPM', 'Thursday: 9:00\u202fAM\u2009–\u20099:00\u202fPM', 'Friday: 9:00\u202fAM\u2009–\u20099:00\u202fPM', 'Saturday: 9:00\u202fAM\u2009–\u20099:00\u202fPM', 'Sunday: 9:00\u202fAM\u2009–\u20099:00\u202fPM']",090902 04747,https://www.centralpdh.com/,True,0.65,2377.2085853430194,1,1,2026-04-07T23:26:05.896852,107.3,1
Little Miracle Children Hospital,"3rd floor, WESTWOOD ESTATES, Kaspate Wasti, Wakad, pune, Pimpri-Chinchwad, Maharashtra 411057, India",General,establishment,ChIJrwPF2yq5wjsReKnhx6VzKxs,18.5946934,73.7689491,"3rd floor, WESTWOOD ESTATES, Kaspate Wasti, Wakad, pune, Pimpri-Chinchwad, Maharashtra 411057, India",4.5,163,True,"['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']",074200 89372,,True,0.7999999999999999,17526.955341844015,1,0,2026-04-07T23:26:19.708901,106.3,1
Wagh Eye Clinic,"Mugut Apartment, 1194, Ghole Rd, opposite Suman Nursing Home, Sumukh Society, Sud Nagar, Shivajinagar, Pune, Maharashtra 411005, India",General,establishment,ChIJGcZVIQvAwjsRfp998n2QfSw,18.525274,73.8437252,"Mugut Apartment, 1194, Ghole Rd, opposite Suman Nursing Home, Sumukh Society, Sud Nagar, Shivajinagar, Pune, Maharashtra 411005, India",4.7,114,False,"['Monday: 9:00\u202fAM\u2009–\u20097:00\u202fPM', 'Tuesday: 9:00\u202fAM\u2009–\u20097:00\u202fPM', 'Wednesday: 9:00\u202fAM\u2009–\u20097:00\u202fPM', 'Thursday: 9:00\u202fAM\u2009–\u20097:00\u202fPM', 'Friday: 9:00\u202fAM\u2009–\u20097:00\u202fPM', 'Saturday: 9:00\u202fAM\u2009–\u20097:00\u202fPM', 'Sunday: Closed']",020 2553 8090,http://www.wagheyeclinic.com/,True,0.65,1471.4391990240874,1,1,2026-04-07T23:25:55.839642,105.4,1
Pritam Children Hospital | Child Specialist Bhosari | Pediatric | Child Hospital | Child Vaccination Centre Pimpri Chinchwad,"Pune - Nashik Hwy, APTE Colony, Bhosari, Pimpri-Chinchwad, Maharashtra 411039, India",General Practice,doctor,ChIJZ2AaDnnHwjsR2cqFbWeMXwE,18.6175513,73.8500537,"Pune - Nashik Hwy, APTE Colony, Bhosari, Pimpri-Chinchwad, Maharashtra 411039, India",4.2,213,True,"['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']",080 4275 3657,https://www.pritamchildrenshospital.com/,True,0.85,10825.42367842935,1,1,2026-04-07T23:26:04.664271,105.3,0
Spire Hospital - Best Superspeciality Orthopaedics and Surgical Hospital in Pune,"Bibwewadi Kondhwa Rd, Burhani Colony, Market Yard, Bibwewadi, Pune, Maharashtra 411037, India",General Practice,doctor,ChIJrSuoF5zqwjsR0KZj6aCjjlY,18.4813938,73.872293,"Bibwewadi Kondhwa Rd, Burhani Colony, Market Yard, Bibwewadi, Pune, Maharashtra 411037, India",4.6,127,True,"['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']",091759 83868,https://spirehospital.in/,True,0.85,4638.498648497973,1,1,2026-04-07T23:26:00.460680,104.7,1
Dr Dada Gujar Hospital for Mother & Child,"Plot no. 159-173 175 to 190, opposite Sane Guruji Primary School, Malwadi, Hadapsar, Pune, Maharashtra 411028, India",General Practice,doctor,ChIJ9b3-bCvDwjsRjFggNBtRG1c,18.5047849,73.9373609,"Plot no. 159-173 175 to 190, opposite Sane Guruji Primary School, Malwadi, Hadapsar, Pune, Maharashtra 411028, India",4.7,106,True,"['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']",080 4369 4807,https://www.dadagujarhospital.net/,True,0.85,40831.21988107032,1,1,2026-04-07T23:26:39.805800,104.6,1
Sadguru Multispeciality Hospital,"Lipane vasti, Jambhulwadi Rd, near shaninagar, Shani Nagar, Ambegaon Khurd, Pune, Maharashtra 411046, India",General,establishment,ChIJVbflw9XqwjsRV1ILOM0xBe8,18.4378637,73.8466782,"Lipane vasti, Jambhulwadi Rd, near shaninagar, Shani Nagar, Ambegaon Khurd, Pune, Maharashtra 411046, India",4.6,115,True,"['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']",090967 43333,,True,0.7999999999999999,9238.275737382804,1,0,2026-04-07T23:26:02.384163,103.5,1
Dr Sada Multispecialty Hospital,"Haji Kadirbhai Satarkar Marg, Pitale Nagar Colony, Burhanj Baug-B Colony, Market Yard, Gultekadi, Pune, Maharashtra 411037, India",General Practice,doctor,ChIJ1eKn-p3qwjsRzTJ5PGnqk4c,18.4844354,73.8721009,"Haji Kadirbhai Satarkar Marg, Pitale Nagar Colony, Burhanj Baug-B Colony, Market Yard, Gultekadi, Pune, Maharashtra 411037, India",4.8,69,True,"['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']",070204 22097,https://www.doctorsada.com/,True,0.85,3743.984508316673,1,1,2026-04-07T23:26:17.382113,102.9,1
Dhanwantari clinic Dr. Yogesh Vaishampayan,"Sathe appartments, 401, near Ahilya Devi High school, Shaniwar Peth, Pune, Maharashtra 411030, India",General,establishment,ChIJvZro6nrAwjsRpt-oSFjo-XA,18.5179309,73.8516732,"Sathe appartments, 401, near Ahilya Devi High school, Shaniwar Peth, Pune, Maharashtra 411030, India",4.9,48,False,"['Monday: 10:00\u202fAM\u2009–\u20091:00\u202fPM, 6:30\u2009–\u20099:00\u202fPM', 'Tuesday: 10:00\u202fAM\u2009–\u20091:00\u202fPM, 6:30\u2009–\u20099:00\u202fPM', 'Wednesday: 10:00\u202fAM\u2009–\u20091:00\u202fPM, 6:30\u2009–\u20099:00\u202fPM', 'Thursday: 10:00\u202fAM\u2009–\u20091:00\u202fPM, 6:30\u2009–\u20099:00\u202fPM', 'Friday: 10:00\u202fAM\u2009–\u20091:00\u202fPM, 6:30\u2009–\u20099:00\u202fPM', 'Saturday: Closed', 'Sunday: Closed']",090284 63779,https://www.facebook.com/dhanwantariclinic?mibextid=ZbWKwL,True,0.65,596.9000495094049,1,1,2026-04-07T23:25:57.145532,102.8,1
Dr. Sawant Clinic (Dr. Shriyog Sawant),"chawdi chowk, Shirwal, Maharashtra 412801, India",General,establishment,ChIJ8cROIUr2wjsROh1w3LtY2dM,18.1500797,73.9773584,"chawdi chowk, Shirwal, Maharashtra 412801, India",4.8,66,False,"['Monday: 9:30\u202fAM\u2009–\u20091:30\u202fPM, 4:30\u2009–\u20098:00\u202fPM', 'Tuesday: 9:30\u202fAM\u2009–\u20091:30\u202fPM, 4:30\u2009–\u20098:00\u202fPM', 'Wednesday: 9:30\u202fAM\u2009–\u20091:30\u202fPM, 4:30\u2009–\u20098:00\u202fPM', 'Thursday: 9:30\u202fAM\u2009–\u20091:30\u202fPM, 4:30\u2009–\u20098:00\u202fPM', 'Friday: 9:30\u202fAM\u2009–\u20091:30\u202fPM, 4:30\u2009–\u20098:00\u202fPM', 'Saturday: 9:30\u202fAM\u2009–\u20091:30\u202fPM, 4:30\u2009–\u20098:00\u202fPM', 'Sunday: Closed']",094214 30909,,True,0.6,4548.371410155575,1,0,2026-04-07T23:26:36.099893,102.6,1
"Bhide Hospital - IVF Centre, Pediatrician, Pediatric Doctor, Child Specialist, Test Tube Baby Centre in Navi Peth","18, Laxmi Park, Lal Bahadur Shastri Rd, Opp Senadatta Police Chowk, Navi Peth, Sadashiv Peth, Pune, Maharashtra 411030, India",General Practice,doctor,ChIJkbVS2grAwjsRqRHxxjWDlmc,18.5048754,73.8443731,"18, Laxmi Park, Lal Bahadur Shastri Rd, Opp Senadatta Police Chowk, Navi Peth, Sadashiv Peth, Pune, Maharashtra 411030, India",4.6,104,False,"['Monday: 9:00\u202fAM\u2009–\u20099:00\u202fPM', 'Tuesday: 9:00\u202fAM\u2009–\u20099:00\u202fPM', 'Wednesday: 9:00\u202fAM\u2009–\u20099:00\u202fPM', 'Thursday: 9:00\u202fAM\u2009–\u20095:00\u202fPM', 'Friday: 9:00\u202fAM\u2009–\u20099:00\u202fPM', 'Saturday: 11:00\u202fAM\u2009–\u20092:00\u202fPM', 'Sunday: Closed']",088055 18178,https://bhidehospital.in/,True,0.65,2160.865563401892,1,1,2026-04-07T23:25:51.682009,102.4,1
Shree Saiprasad Hospital,"S.No. 49, 3/5, Gujarwadi Rd, Phata, Katrajnagar, Katraj, Pune, Maharashtra 411046, India",General,establishment,ChIJN0Blg9_qwjsRd-7iqQhWzZk,18.4387784,73.8627951,"S.No. 49, 3/5, Gujarwadi Rd, Phata, Katrajnagar, Katraj, Pune, Maharashtra 411046, India",5.0,21,True,"['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: 10:00\u202fAM\u2009–\u200911:00\u202fPM']",098600 49991,,True,0.7999999999999999,9098.642276417551,1,0,2026-04-07T23:25:59.261735,102.1,1
Suprabha Heart Centre & Speciality Clinic,"Centre Point, Second Floor, Shop, No. 208, 209, 210, Mitra Mandal Chowk, Parvati, Parvati Paytha, Pune, Maharashtra 411009, India",General,establishment,ChIJy-OkPhfAwjsRqnZbJRZ9_XU,18.497107,73.85587,"Centre Point, Second Floor, Shop, No. 208, 209, 210, Mitra Mandal Chowk, Parvati, Parvati Paytha, Pune, Maharashtra 411009, India",4.7,67,False,"['Monday: 9:00\u202fAM\u2009–\u20092:00\u202fPM', 'Tuesday: 9:00\u202fAM\u2009–\u20092:00\u202fPM', 'Wednesday: 9:00\u202fAM\u2009–\u20092:00\u202fPM', 'Thursday: 9:00\u202fAM\u2009–\u20092:00\u202fPM', 'Friday: 9:00\u202fAM\u2009–\u20092:00\u202fPM', 'Saturday: 9:00\u202fAM\u2009–\u20092:00\u202fPM', 'Sunday: Closed']",098230 53241,,True,0.6,4436.437125629558,1,0,2026-04-07T23:26:19.820814,100.7,1
Dr.Dhumal SGM Multispeciality Hospital,"shahaji chowk, police station, dist, near grampanchayat office, Shirwal, Maharashtra 412801, India",General,establishment,ChIJoxWtGDb2wjsROSXiqowcobA,18.1481875,73.9756875,"shahaji chowk, police station, dist, near grampanchayat office, Shirwal, Maharashtra 412801, India",5.0,3,True,"['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']",,,True,0.7,4709.096015783824,0,0,2026-04-07T23:26:37.999731,100.3,1
Matoshri Clinic,"4XVG+J92, Shirwal, Maharashtra 412801, India",General,establishment,ChIJ906sAAD3wjsRzNR68PN_lF4,18.1440198,73.9758866,"4XVG+J92, Shirwal, Maharashtra 412801, India",5.0,3,False,"['Monday: 8:00\u202fAM\u2009–\u20099:00\u202fPM', 'Tuesday: 8:00\u202fAM\u2009–\u20099:00\u202fPM', 'Wednesday: 8:00\u202fAM\u2009–\u20099:00\u202fPM', 'Thursday: 8:00\u202fAM\u2009–\u20099:00\u202fPM', 'Friday: 8:00\u202fAM\u2009–\u20099:00\u202fPM', 'Saturday: 8:00\u202fAM\u2009–\u20099:00\u202fPM', 'Sunday: 8:00\u202fAM\u2009–\u20099:00\u202fPM']",,,True,0.5,4688.099613044175,0,0,2026-04-07T23:26:37.866995,100.3,1
Neo Clinic,"917/21, Mayur Centre, Fergusson College Road, Fergusson College Road, Fergusson College Rd, Ganeshwadi, Shivajinagar, Pune, Maharashtra 411004, India",General,establishment,ChIJ____P4-_wjsRrgB0wK0mP-Y,18.520416,73.84096,"917/21, Mayur Centre, Fergusson College Road, Fergusson College Road, Fergusson College Rd, Ganeshwadi, Shivajinagar, Pune, Maharashtra 411004, India",5.0,3,False,[],020 2565 6664,https://neoclinic.co/,True,0.65,1659.5668255886278,1,1,2026-04-07T23:25:51.575191,100.3,1
Child Care Clinic,"Shop no. 5, balaji vishwa, Main Rd, below Gore hospital, Palshi, Shirwal, Maharashtra 412801, India",General,establishment,ChIJ0YOemK73wjsR3FFUN9QphzU,18.143637,73.9752499,"Shop no. 5, balaji vishwa, Main Rd, below Gore hospital, Palshi, Shirwal, Maharashtra 412801, India",5.0,2,False,"['Monday: 5:00\u2009–\u20099:00\u202fPM', 'Tuesday: 5:00\u2009–\u20099:00\u202fPM', 'Wednesday: 5:00\u2009–\u20099:00\u202fPM', 'Thursday: 5:00\u2009–\u20099:00\u202fPM', 'Friday: 5:00\u2009–\u20099:00\u202fPM', 'Saturday: 5:00\u2009–\u20099:00\u202fPM', 'Sunday: 5:00\u2009–\u20099:00\u202fPM']",097308 48099,,True,0.6,4757.561576665234,1,0,2026-04-07T23:26:38.725180,100.2,1
Homeopathic Hospitals,"GV82+MFV, Prabhune Rd, Narayan Peth, Pune, Maharashtra 411030, India",General Practice,doctor,ChIJB9TLZnDAwjsRtJNFGKif4is,18.5167363,73.851169,"GV82+MFV, Prabhune Rd, Narayan Peth, Pune, Maharashtra 411030, India",5.0,2,False,[],,,True,0.5,711.3748973474337,0,0,2026-04-07T23:25:52.177969,100.2,1
Matoshri Clinic,"4XWG+RP5, Shivaji Chowk, Shirwal, Maharashtra 412801, India",General,establishment,ChIJxUyHfQD3wjsRgv3vsdtnGOs,18.1470163,73.9768649,"4XWG+RP5, Shivaji Chowk, Shirwal, Maharashtra 412801, India",5.0,2,False,"['Monday: 8:30\u202fAM\u2009–\u20099:00\u202fPM', 'Tuesday: 8:30\u202fAM\u2009–\u20099:00\u202fPM', 'Wednesday: 8:30\u202fAM\u2009–\u20099:00\u202fPM', 'Thursday: 8:30\u202fAM\u2009–\u20099:00\u202fPM', 'Friday: 8:30\u202fAM\u2009–\u20099:00\u202fPM', 'Saturday: 8:30\u202fAM\u2009–\u20099:00\u202fPM', 'Sunday: 8:30\u202fAM\u2009–\u20099:00\u202fPM']",,,True,0.5,4580.11164861592,0,0,2026-04-07T23:26:36.540589,100.2,1
Tarabai Limaye Hospital,"366, Laxmi Rd, opp. Gokhale Hall, Narayan Peth, Pune, Maharashtra 411030, India",General,establishment,ChIJy7cuKnTAwjsRUQgqxN1yS1c,18.51415,73.8488371,"366, Laxmi Rd, opp. Gokhale Hall, Narayan Peth, Pune, Maharashtra 411030, India",5.0,2,False,"['Monday: 9:30\u202fAM\u2009–\u20096:00\u202fPM', 'Tuesday: 9:30\u202fAM\u2009–\u20096:00\u202fPM', 'Wednesday: 9:30\u202fAM\u2009–\u20096:00\u202fPM', 'Thursday: 9:30\u202fAM\u2009–\u20096:00\u202fPM', 'Friday: 9:30\u202fAM\u2009–\u20096:00\u202fPM', 'Saturday: 9:30\u202fAM\u2009–\u20096:00\u202fPM', 'Sunday: Closed']",020 2445 4008,,True,0.6,1081.8059153045554,1,0,2026-04-07T23:25:55.608053,100.2,1
Navjeevan Children's Clinic,"6, Narveer Tanaji Malusare Rd, Wadgaon Budruk, Narhe, Pune, Maharashtra 411068, India",General,establishment,ChIJM0R8oWmVwjsROWDsRsugFQY,18.4645997,73.8155233,"6, Narveer Tanaji Malusare Rd, Wadgaon Budruk, Narhe, Pune, Maharashtra 411068, India",4.6,82,False,"['Monday: 9:00\u202fAM\u2009–\u20091:30\u202fPM, 6:00\u2009–\u20099:00\u202fPM', 'Tuesday: 9:00\u202fAM\u2009–\u20091:30\u202fPM, 6:00\u2009–\u20099:00\u202fPM', 'Wednesday: 9:00\u202fAM\u2009–\u20091:30\u202fPM, 6:00\u2009–\u20099:00\u202fPM', 'Thursday: 9:00\u202fAM\u2009–\u20091:30\u202fPM, 6:00\u2009–\u20099:00\u202fPM', 'Friday: 9:00\u202fAM\u2009–\u20091:30\u202fPM, 6:00\u2009–\u20099:00\u202fPM', 'Saturday: 9:00\u202fAM\u2009–\u20091:30\u202fPM, 6:00\u2009–\u20099:00\u202fPM', 'Sunday: 9:00\u202fAM\u2009–\u20091:30\u202fPM']",,,True,0.5,7573.197939681609,0,0,2026-04-07T23:26:03.673548,100.2,1
Dr. Liman Hospital (Shakti Om Arogya Dharm),"4XWH+R44, Shirwal, Maharashtra 412801, India",General,establishment,ChIJva3O3DX2wjsRbXCI0ugvv3g,18.1470153,73.9778352,"4XWH+R44, Shirwal, Maharashtra 412801, India",5.0,1,False,[],,,True,0.5,4477.608898640809,0,0,2026-04-07T23:26:35.861800,100.1,1
